framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,inter_size,topk,num_experts,moe_tp_size,moe_ep_size,distribution,latency
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,1024,2880,2880,4,128,2,1,power_law_1.2,0.7594175815582276
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,1536,2880,2880,4,128,2,1,power_law_1.2,0.9228927612304687
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,2048,2880,2880,4,128,2,1,power_law_1.2,1.0757696151733398
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,3072,2880,2880,4,128,2,1,power_law_1.2,1.411417579650879
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,16384,2880,2880,4,128,2,1,power_law_1.2,4.414028930664062
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,4096,2880,2880,4,128,2,1,power_law_1.2,1.6418495178222656
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,6144,2880,2880,4,128,2,1,power_law_1.2,2.105209541320801
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,8192,2880,2880,4,128,2,1,power_law_1.2,2.572460746765137
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,12288,2880,2880,4,128,2,1,power_law_1.2,3.500716781616211
VLLM,0.19.1,NVIDIA H200,moe,vllm_mxfp4_moe,w4a16_mxfp4,16384,2880,2880,4,128,2,1,power_law_1.2,4.415801620483398
